GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,PublicDatasetsSelect,LearningPlatformSelect,LearningPlatformUsefulnessArxiv,LearningPlatformUsefulnessBlogs,LearningPlatformUsefulnessCollege,LearningPlatformUsefulnessCompany,LearningPlatformUsefulnessConferences,LearningPlatformUsefulnessFriends,LearningPlatformUsefulnessKaggle,LearningPlatformUsefulnessNewsletters,LearningPlatformUsefulnessCommunities,LearningPlatformUsefulnessDocumentation,LearningPlatformUsefulnessCourses,LearningPlatformUsefulnessProjects,LearningPlatformUsefulnessPodcasts,LearningPlatformUsefulnessSO,LearningPlatformUsefulnessTextbook,LearningPlatformUsefulnessTradeBook,LearningPlatformUsefulnessTutoring,LearningPlatformUsefulnessYouTube,BlogsPodcastsNewslettersSelect,LearningDataScienceTime,JobSkillImportanceBigData,JobSkillImportanceDegree,JobSkillImportanceStats,JobSkillImportanceEnterpriseTools,JobSkillImportancePython,JobSkillImportanceR,JobSkillImportanceSQL,JobSkillImportanceKaggleRanking,JobSkillImportanceMOOC,JobSkillImportanceVisualizations,JobSkillImportanceOtherSelect1,JobSkillImportanceOtherSelect2,JobSkillImportanceOtherSelect3,CoursePlatformSelect,HardwarePersonalProjectsSelect,TimeSpentStudying,ProveKnowledgeSelect,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,PastJobTitlesSelect,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther,MLSkillsSelect,MLTechniquesSelect,ParentsEducation,EmployerIndustry,EmployerSize,EmployerSizeChange,EmployerMLTime,EmployerSearchMethod,UniversityImportance,JobFunctionSelect,WorkHardwareSelect,WorkDataTypeSelect,WorkProductionFrequency,WorkDatasetSize,WorkAlgorithmsSelect,WorkToolsSelect,WorkToolsFrequencyAmazonML,WorkToolsFrequencyAWS,WorkToolsFrequencyAngoss,WorkToolsFrequencyC,WorkToolsFrequencyCloudera,WorkToolsFrequencyDataRobot,WorkToolsFrequencyFlume,WorkToolsFrequencyGCP,WorkToolsFrequencyHadoop,WorkToolsFrequencyIBMCognos,WorkToolsFrequencyIBMSPSSModeler,WorkToolsFrequencyIBMSPSSStatistics,WorkToolsFrequencyIBMWatson,WorkToolsFrequencyImpala,WorkToolsFrequencyJava,WorkToolsFrequencyJulia,WorkToolsFrequencyJupyter,WorkToolsFrequencyKNIMECommercial,WorkToolsFrequencyKNIMEFree,WorkToolsFrequencyMathematica,WorkToolsFrequencyMATLAB,WorkToolsFrequencyAzure,WorkToolsFrequencyExcel,WorkToolsFrequencyMicrosoftRServer,WorkToolsFrequencyMicrosoftSQL,WorkToolsFrequencyMinitab,WorkToolsFrequencyNoSQL,WorkToolsFrequencyOracle,WorkToolsFrequencyOrange,WorkToolsFrequencyPerl,WorkToolsFrequencyPython,WorkToolsFrequencyQlik,WorkToolsFrequencyR,WorkToolsFrequencyRapidMinerCommercial,WorkToolsFrequencyRapidMinerFree,WorkToolsFrequencySalfrod,WorkToolsFrequencySAPBusinessObjects,WorkToolsFrequencySASBase,WorkToolsFrequencySASEnterprise,WorkToolsFrequencySASJMP,WorkToolsFrequencySpark,WorkToolsFrequencySQL,WorkToolsFrequencyStan,WorkToolsFrequencyStatistica,WorkToolsFrequencyTableau,WorkToolsFrequencyTensorFlow,WorkToolsFrequencyTIBCO,WorkToolsFrequencyUnix,WorkToolsFrequencySelect1,WorkToolsFrequencySelect2,WorkFrequencySelect3,WorkMethodsSelect,WorkMethodsFrequencyA/B,WorkMethodsFrequencyAssociationRules,WorkMethodsFrequencyBayesian,WorkMethodsFrequencyCNNs,WorkMethodsFrequencyCollaborativeFiltering,WorkMethodsFrequencyCross-Validation,WorkMethodsFrequencyDataVisualization,WorkMethodsFrequencyDecisionTrees,WorkMethodsFrequencyEnsembleMethods,WorkMethodsFrequencyEvolutionaryApproaches,WorkMethodsFrequencyGANs,WorkMethodsFrequencyGBM,WorkMethodsFrequencyHMMs,WorkMethodsFrequencyKNN,WorkMethodsFrequencyLiftAnalysis,WorkMethodsFrequencyLogisticRegression,WorkMethodsFrequencyMLN,WorkMethodsFrequencyNaiveBayes,WorkMethodsFrequencyNLP,WorkMethodsFrequencyNeuralNetworks,WorkMethodsFrequencyPCA,WorkMethodsFrequencyPrescriptiveModeling,WorkMethodsFrequencyRandomForests,WorkMethodsFrequencyRecommenderSystems,WorkMethodsFrequencyRNNs,WorkMethodsFrequencySegmentation,WorkMethodsFrequencySimulation,WorkMethodsFrequencySVMs,WorkMethodsFrequencyTextAnalysis,WorkMethodsFrequencyTimeSeriesAnalysis,WorkMethodsFrequencySelect1,WorkMethodsFrequencySelect2,WorkMethodsFrequencySelect3,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,AlgorithmUnderstandingLevel,WorkChallengesSelect,WorkChallengeFrequencyPolitics,WorkChallengeFrequencyUnusedResults,WorkChallengeFrequencyUnusefulInstrumenting,WorkChallengeFrequencyDeployment,WorkChallengeFrequencyDirtyData,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyPass,WorkChallengeFrequencyIntegration,WorkChallengeFrequencyTalent,WorkChallengeFrequencyDataFunds,WorkChallengeFrequencyDomainExpertise,WorkChallengeFrequencyML,WorkChallengeFrequencyTools,WorkChallengeFrequencyExpectations,WorkChallengeFrequencyITCoordination,WorkChallengeFrequencyHiringFunds,WorkChallengeFrequencyPrivacy,WorkChallengeFrequencyScaling,WorkChallengeFrequencyEnvironments,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,WorkChallengeFrequencyOtherSelect,WorkDataVisualizations,WorkInternalVsExternalTools,WorkMLTeamSeatSelect,WorkDatasets,WorkDatasetsChallenge,WorkDataStorage,WorkDataSharing,WorkDataSourcing,WorkCodeSharing,RemoteWork,CompensationAmount,CompensationCurrency,SalaryChange,JobSatisfaction,JobSearchResource,JobHuntTime,JobFactorLearning,JobFactorSalary,JobFactorOffice,JobFactorLanguages,JobFactorCommute,JobFactorManagement,JobFactorExperienceLevel,JobFactorDepartment,JobFactorTitle,JobFactorCompanyFunding,JobFactorImpact,JobFactorRemote,JobFactorIndustry,JobFactorLeaderReputation,JobFactorDiversity,JobFactorPublishingOpportunity
Male,United States,30,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by college or university,Google Cloud Compute,Deep learning,Python,"GitHub,Google Search,University/Non-profit research group websites","Arxiv,College/University,Online courses,Stack Overflow Q&A,Textbook,Tutoring/mentoring,YouTube Videos",Very useful,,Somewhat useful,,,,,,,,Somewhat useful,,,Somewhat useful,Somewhat useful,,Somewhat useful,Very useful,,,,,,,,,,,,,,,,,,,,Sort of (Explain more),Master's degree,Computer Science,6 to 10 years,"Engineer,Machine Learning Engineer,Programmer,Researcher,Software Developer/Software Engineer",University courses,15,5,20,60,0,0,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Support Vector Machines (SVMs)",High school,Academic,20 to 99 employees,Stayed the same,More than 10 years,"A friend, family member, or former colleague told me",Very important,Research that advances the state of the art of machine learning,"GPU accelerated Workstation,Laptop or Workstation and local IT supported servers","Image data,Video data,Text data",Always,10GB,"CNNs,GANs,Neural Networks,Regression/Logistic Regression","C/C++,Google Cloud Compute,MATLAB/Octave,Python,RapidMiner (free version),TensorFlow,Other",,,,Most of the time,,,,Rarely,,,,,,,,,,,,,Most of the time,,,,,,,,,,Often,,,,Rarely,,,,,,,,,,,Often,,,Often,,,"CNNs,Cross-Validation,Data Visualization,GANs,Logistic Regression,Neural Networks,PCA and Dimensionality Reduction",,,,Most of the time,,Most of the time,Sometimes,,,,Sometimes,,,,,Often,,,,Most of the time,Sometimes,,,,,,,,,,,,,20,40,30,5,5,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Maintaining responsible expectations about the potential impact of data science projects,Team using multiple ad-hoc development environments such as Python/R/Java/etc.,The lack of a clear question to be answering or a clear direction to go in with the available data",Often,,,,,,,,,,,,,Often,,,,,Most of the time,Often,,,Less than 10% of projects,More internal than external,IT Department,a lot of them,processing and memory resources,"Column-oriented relational (e.g. KDB/MariaDB),Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",Company Developed Platform,,Git,Rarely,38000,USD,Has increased 20% or more,6,,,,,,,,,,,,,,,,,,
Male,Brazil,32,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Jupyter notebooks,Bayesian Methods,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,College/University,Official documentation,Stack Overflow Q&A,Textbook",Somewhat useful,,Somewhat useful,,,,,,,Very useful,,,,Very useful,Somewhat useful,,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Computer Science,3 to 5 years,"Data Scientist,Programmer,Software Developer/Software Engineer",University courses,40,10,20,30,0,0,Computer Vision,"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests",High school,Other,Fewer than 10 employees,Increased significantly,1-2 years,"A friend, family member, or former colleague told me",Important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...),Laptop or Workstation and private datacenters","Image data,Relational data",Most of the time,100GB,"Ensemble Methods,Random Forests","Jupyter notebooks,MATLAB/Octave,Python,SQL,Unix shell / awk",,,,,,,,,,,,,,,,,Often,,,,Rarely,,,,,,,,,,Most of the time,,,,,,,,,,,Sometimes,,,,,,Often,,,,"Cross-Validation,Data Visualization,Decision Trees,Ensemble Methods,PCA and Dimensionality Reduction,Random Forests,Segmentation,Time Series Analysis",,,,,,Most of the time,Often,Often,Often,,,,,,,,,,,,Sometimes,,Often,,,Often,,,,Rarely,,,,20,25,10,25,20,0,"Enough to code it again from scratch, albeit it may run slowly","Dirty data,Maintaining responsible expectations about the potential impact of data science projects,Scaling data science solution up to full database,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",,,,,Most of the time,,,,,,,,,Often,,,,Sometimes,Sometimes,,,,51-75% of projects,Approximately half internal and half external,Standalone Team,Landsat ,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)","Company Developed Platform,Email",,Git,Most of the time,330000,,Has increased 20% or more,8,,,,,,,,,,,,,,,,,,
Male,Japan,33,Employed full-time,,,Yes,,Data Analyst,Fine,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Other,Rule Induction,Other,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,Conferences,Personal Projects,Stack Overflow Q&A,Textbook",Very useful,,,,Somewhat useful,,,,,,,Somewhat useful,,Somewhat useful,Somewhat useful,,,,,,,,,,,,,,,,,,,,,,,Yes,Master's degree,Physics,3 to 5 years,"Programmer,Researcher,Software Developer/Software Engineer",Self-taught,60,5,35,0,0,0,"Natural Language Processing,Reinforcement learning","Hidden Markov Models HMMs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A bachelor's degree,Technology,20 to 99 employees,Increased slightly,6-10 years,An external recruiter or headhunter,Somewhat important,Analyze and understand data to influence product or business decisions,"Laptop + Cloud service (AWS, Azure, GCE ...)",Other,Never,100GB,Neural Networks,"C/C++,Jupyter notebooks,Python,Stan,Unix shell / awk",,,,Rarely,,,,,,,,,,,,,Sometimes,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,Sometimes,,,,,Often,,,,"Cross-Validation,HMMs,Natural Language Processing,Neural Networks,PCA and Dimensionality Reduction,RNNs,Text Analytics,Time Series Analysis",,,,,,Often,,,,,,,Sometimes,,,,,,Sometimes,Often,Sometimes,,,,Often,,,,Sometimes,Rarely,,,,30,30,5,10,25,0,Enough to code it from scratch and it will run blazingly fast and be super efficient,"Dirty data,Maintaining responsible expectations about the potential impact of data science projects,The lack of a clear question to be answering or a clear direction to go in with the available data,Unavailability of/difficult access to data",,,,,Sometimes,,,,,,,,,Often,,,,,,Most of the time,Often,,10-25% of projects,More internal than external,Standalone Team,"commoncrowl, wikimedia, KITTI, ImageNet",,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG)",Email,,Git,Never,7000000,JPY,Has increased 20% or more,3,,,,,,,,,,,,,,,,,,
Male,India,28,"Not employed, but looking for work",,,,,,,,SQL,Time Series Analysis,R,GitHub,Blogs,,Somewhat useful,,,,,,,,,,,,,,,,,Becoming a Data Scientist Podcast,1-2 years,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,Necessary,,,,,Gaming Laptop (Laptop + CUDA capable GPU),2 - 10 hours,Master's degree,No,Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Engineer,"Online courses (coursera, udemy, edx, etc.)",20,40,10,20,10,0,Outlier detection (e.g. Fraud detection),Bayesian Techniques,A master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Career fair or on-campus recruiting event,3-5,Very Important,Not important,Somewhat important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Very Important,Very Important
Male,United States,22,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by company that makes advanced analytic software,Amazon Web services,Genetic & Evolutionary Algorithms,Python,"Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Google Search,I collect my own data (e.g. web-scraping)","Arxiv,Blogs,Kaggle,Official documentation,Personal Projects,Tutoring/mentoring",Somewhat useful,Very useful,,,,,Somewhat useful,,,Very useful,,Very useful,,,,,Very useful,,,,,,,,,,,,,,,,,,,,,,Bachelor's degree,Mathematics or statistics,3 to 5 years,Data Scientist,University courses,10,0,50,30,10,0,"Computer Vision,Natural Language Processing","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",A doctoral degree,Internet-based,Fewer than 10 employees,Increased significantly,1-2 years,I was contacted directly by someone at the company (e.g. internal recruiter),Important,Build and/or run a machine learning service that operationally improves your product or workflows,"Laptop + Cloud service (AWS, Azure, GCE ...)","Image data,Text data",Most of the time,100MB,"CNNs,Neural Networks,RNNs,SVMs","Amazon Web services,Python,R,SQL,TensorFlow",,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,,Sometimes,,,,,,,,,Often,,,,Often,,,,,,"A/B Testing,CNNs,Naive Bayes,Natural Language Processing,RNNs,SVMs,Text Analytics",Often,,,Sometimes,,,,,,,,,,,,,,Sometimes,Often,,,,,,Often,,,Sometimes,Often,,,,,35,10,40,5,10,0,"Enough to code it again from scratch, albeit it may run slowly","Dirty data,Explaining data science to others,Lack of funds to buy useful datasets from external sources,Lack of significant domain expert input,Limitations in the state of the art in machine learning,Need to coordinate with IT",,,,,Often,Often,,,,Sometimes,Sometimes,Sometimes,,,Most of the time,,,,,,,,Less than 10% of projects,More external than internal,Standalone Team,"Google News, Twitter, Facebook",Getting enough data to train models,"Document-oriented (e.g. MongoDB/Elasticsearch),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Company Developed Platform,,"Bitbucket,Git",Rarely,85000,USD,I was not employed 3 years ago,8,,,,,,,,,,,,,,,,,,
Male,United States,41,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,Amazon Machine Learning,Time Series Analysis,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Arxiv,Blogs,Kaggle,Online courses,Personal Projects,Stack Overflow Q&A,Textbook,Trade book",Very useful,Somewhat useful,,,,,Somewhat useful,,,,Very useful,Somewhat useful,,Somewhat useful,Somewhat useful,Not Useful,,,"FastML Blog,No Free Hunch Blog,Other (Separate different answers with semicolon)",,,,,,,,,,,,,,,,,,,,Doctoral degree,Other,6 to 10 years,Researcher,University courses,25,50,10,5,10,0,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - RNNs,Support Vector Machines (SVMs)",A bachelor's degree,Mix of fields,"5,000 to 9,999 employees",Increased slightly,3-5 years,A general-purpose job board,Important,Build and/or run a machine learning service that operationally improves your product or workflows,"Basic laptop (Macbook),GPU accelerated Workstation,Laptop + Cloud service (AWS, Azure, GCE ...)","Text data,Relational data",Sometimes,1GB,"Neural Networks,Random Forests,Regression/Logistic Regression,RNNs","Amazon Web services,Jupyter notebooks,Python,R,SQL,TensorFlow",,Sometimes,,,,,,,,,,,,,,,Most of the time,,,,,,,,,,,,,,Most of the time,,Sometimes,,,,,,,,,Sometimes,,,,Often,,,,,,"Cross-Validation,Data Visualization,Decision Trees,Lift Analysis,Logistic Regression,Natural Language Processing,Neural Networks,PCA and Dimensionality Reduction,Random Forests,RNNs,Text Analytics",,,,,,Most of the time,Most of the time,Most of the time,,,,,,,Often,Often,,,Sometimes,Sometimes,Sometimes,,Sometimes,,Often,,,,Sometimes,,,,,45,20,5,20,10,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Dirty data,Explaining data science to others,Lack of data science talent in the organization,Lack of funds to buy useful datasets from external sources,Lack of significant domain expert input,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",Sometimes,Often,,,Most of the time,Sometimes,,,Sometimes,Rarely,Sometimes,,,,,,,,Most of the time,,,,100% of projects,More internal than external,Standalone Team,,,"Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Row-oriented relational (e.g. MySQL/Microsoft SQL Server)",Commercial Data Platform,,Git,Sometimes,150000,USD,Has increased between 6% and 19%,8,,,,,,,,,,,,,,,,,,
Female,United States,38,Employed full-time,,,Yes,,DBA/Database Engineer,Fine,Employed by government,Python,Anomaly Detection,SAS,I collect my own data (e.g. web-scraping),"College/University,Kaggle,Personal Projects,Textbook,YouTube Videos",,,Somewhat useful,,,,Somewhat useful,,,,,Somewhat useful,,,Somewhat useful,,,Somewhat useful,"Becoming a Data Scientist Podcast,O'Reilly Data Newsletter,The Analytics Dispatch Newsletter",,,,,,,,,,,,,,,,,,,Yes,Master's degree,Computer Science,1 to 2 years,"Business Analyst,Computer Scientist,Data Analyst,Data Scientist,DBA/Database Engineer,Engineer,Programmer,Software Developer/Software Engineer",Work,40,0,55,5,0,0,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Logistic Regression",High school,Government,"5,000 to 9,999 employees",Decreased significantly,More than 10 years,A tech-specific job board,Very important,Build and/or run a machine learning service that operationally improves your product or workflows,Laptop or Workstation and private datacenters,Relational data,Always,100TB,"Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,Evolutionary Approaches,GANs,Gradient Boosted Machines,Markov Logic Networks,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs","C/C++,Java,Microsoft SQL Server Data Mining,Oracle Data Mining/ Oracle R Enterprise,Perl,Python,R,SAP BusinessObjects Predictive Analytics,SAS Base,SAS Enterprise Miner,SQL,Tableau",,,,Often,,,,,,,,,,,Often,,,,,,,,,,Often,,,Often,,Sometimes,Sometimes,,Most of the time,,,,Most of the time,Most of the time,Most of the time,,,Most of the time,,,Most of the time,,,,,,,"Association Rules,Bayesian Techniques,Cross-Validation,Data Visualization,Decision Trees,kNN and Other Clustering,Lift Analysis,Logistic Regression,Naive Bayes,Natural Language Processing,PCA and Dimensionality Reduction,Prescriptive Modeling,Random Forests,SVMs,Text Analytics,Time Series Analysis",,Often,Often,,,Often,Often,Sometimes,,,,,,Rarely,Most of the time,Most of the time,,Rarely,Sometimes,,Most of the time,Most of the time,Rarely,,,,,Rarely,Sometimes,Sometimes,,,,25,50,10,10,5,0,"Enough to code it again from scratch, albeit it may run slowly","Company politics / Lack of management/financial support for a data science team,Dirty data,Limitations of tools,The lack of a clear question to be answering or a clear direction to go in with the available data",Often,,,,Sometimes,,,,,,,,Often,,,,,,,Sometimes,,,51-75% of projects,Entirely internal,IT Department,none,none,Row-oriented relational (e.g. MySQL/Microsoft SQL Server),I don't typically share data,,Other,Never,65000,USD,Has stayed about the same (has not increased or decreased more than 5%),5,,,,,,,,,,,,,,,,,,
Male,People 's Republic of China,26,Employed full-time,,,No,Yes,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Spark / MLlib,Deep learning,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Kaggle,Official documentation,Stack Overflow Q&A",,Very useful,,,,,Very useful,,,Very useful,,,,Very useful,,,,,Other (Separate different answers with semicolon),< 1 year,Necessary,Necessary,Necessary,Unnecessary,Necessary,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,,,,Basic laptop (Macbook),2 - 10 hours,Experience from work in a company related to ML,No,Bachelor's degree,Computer Science,Less than a year,Software Developer/Software Engineer,Self-taught,50,49,0,0,1,0,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Gradient Boosting,Logistic Regression",,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Company's Web site/job listing page,0,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Not important,Not important
Male,United States,36,Employed full-time,,,No,Yes,Engineer,Poorly,Employed by professional services/consulting firm,R,Social Network Analysis,,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),Friends network,,,,,,Somewhat useful,,,,,,,,,,,,,,< 1 year,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,Nice to have,,,,,Traditional Workstation,2 - 10 hours,Online Courses and Certifications,Sort of (Explain more),Professional degree,,1 to 2 years,Other,Self-taught,100,0,0,0,0,0,,,High school,Internet-based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asking friends, family members, or former colleagues for leads",,,,,,,,,,,,,,,,,
Male,Other,43,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by professional services/consulting firm,Google Cloud Compute,Proprietary Algorithms,Python,Dataset aggregator/platform (i.e. Socrata/Kaggle Datasets/data.world/etc.),"Blogs,Friends network,Kaggle,Online courses",,Somewhat useful,,,,Somewhat useful,Very useful,,,,Very useful,,,,,,,,O'Reilly Data Newsletter,,,,,,,,,,,,,,,,,,,,Master's degree,A humanities discipline,3 to 5 years,,Self-taught,50,20,30,0,0,0,Time Series,"Decision Trees - Random Forests,Logistic Regression",A doctoral degree,Technology,20 to 99 employees,Increased slightly,1-2 years,Some other way,Important,Analyze and understand data to influence product or business decisions,Basic laptop (Macbook),Relational data,Rarely,1MB,"Bayesian Techniques,Decision Trees","Google Cloud Compute,Java",,,,,,,,Often,,,,,,,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A/B Testing,Bayesian Techniques,Data Visualization,Decision Trees,Logistic Regression,Segmentation,Time Series Analysis",Often,,Often,,,,Often,Often,,,,,,,,Sometimes,,,,,,,,,,Often,,,,Often,,,,10,10,0,60,20,0,Enough to explain the algorithm to someone non-technical,"Company politics / Lack of management/financial support for a data science team,Data Science results not used by business decision makers,Difficulties in deployment/scoring,Dirty data,Lack of data science talent in the organization,Privacy issues,Team using multiple ad-hoc development environments such as Python/R/Java/etc.",Often,Often,,Often,Often,,,,Often,,,,,,,,Often,,Often,,,,51-75% of projects,Approximately half internal and half external,IT Department,,"clean data inputs, appropriate parameters, meaningful outputs ","Flat files not in a database or cache (e.g. CSV, JSON, XML, PNG, MPG),Other tabular (e.g. Cassandra/BigTable/BigQuery/Redshift)",Share Drive/SharePoint,,Git,Sometimes,"120,000",USD,Has increased 20% or more,9,,,,,,,,,,,,,,,,,,
Female,South Korea,21,"Not employed, and not looking for work",Yes,"Yes, I'm focused on learning mostly data science skills",,,,,,R,Text Mining,C/C++/C#,"University/Non-profit research group websites,Other","College/University,Online courses",,,Somewhat useful,,,,,,,,Somewhat useful,,,,,,,,,< 1 year,Nice to have,Nice to have,Nice to have,Nice to have,Necessary,Necessary,Nice to have,Nice to have,Nice to have,Necessary,,,,DataCamp,Basic laptop (Macbook),0 - 1 hour,Experience from work in a company related to ML,Sort of (Explain more),I did not complete any formal education past high school,,,I haven't started working yet,University courses,NA,NA,NA,NA,NA,NA,,,A doctoral degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important
